Jurusan,IPK,Bidang_Minat,Keahlian_1,Keahlian_2,Keahlian_3,Kepemimpinan,Komunikasi,Kerja_Tim,Kreativitas,Berpikir_Kritis,Pemecahan_Masalah,Pengalaman_Magang,Pengalaman_Organisasi,Pengalaman_Kompetisi,Jumlah_Sertifikasi,Gaya_Kerja,Preferensi_Industri,Tujuan_Karier,Rekomendasi_Karier
Tata Boga,3.73,Pariwisata,Python,Kepemimpinan,Desain Grafis,4.0,1.0,5.0,2.0,5.0,5.0,Ya,Tidak,Ya,1.0,Hybrid,Manufaktur,Peneliti,Guru
Kimia,2.83,Pariwisata,Kepemimpinan,Desain Grafis,Kepemimpinan,4.0,1.0,3.0,3.0,2.0,4.0,Ya,Tidak,Ya,1.0,Hybrid,Teknologi,Wirausaha,Perawat
Teknik Kimia,3.22,Pemerintahan,Manajemen Proyek,Machine Learning,Desain Grafis,3.0,2.0,3.0,3.0,5.0,2.0,Tidak,Tidak,Ya,3.0,Hybrid,Manufaktur,Wirausaha,Animator
Psikologi,3.16,Manufaktur,Desain Grafis,Machine Learning,Sql,5.0,2.0,5.0,3.0,2.0,3.0,Ya,Tidak,Tidak,3.0,Hybrid,Kesehatan,Wirausaha,Jurnalis
Agribisnis,2.92,Manufaktur,Komunikasi,Kepemimpinan,Analisis Data,4.0,4.0,1.0,4.0,5.0,4.0,Tidak,Tidak,Ya,2.0,Onsite,Pertanian,Spesialis,Ai Engineer
Psikologi,3.57,Pemerintahan,Analisis Data,Pemasaran Digital,Python,5.0,4.0,3.0,4.0,1.0,1.0,Ya,Tidak,Ya,4.0,Onsite,Pertanian,Manajer,Guru
Bisnis Digital,3.24,Konsultan,Riset,Analisis Data,Machine Learning,1.0,4.0,1.0,3.0,4.0,1.0,Ya,Ya,Tidak,2.0,Hybrid,Media,Manajer,Arsitek
Arsitektur,3.19,Kesehatan,Manajemen Proyek,Manajemen Proyek,Machine Learning,1.0,3.0,1.0,1.0,1.0,3.0,Ya,Ya,Ya,4.0,Remote,Pertanian,Manajer,Perawat
Teknologi Pangan,3.28,Media,Komunikasi,Desain Grafis,Analisis Data,2.0,4.0,4.0,1.0,5.0,2.0,Tidak,Tidak,Tidak,0.0,Onsite,Pendidikan,Manajer,Dokter
Teknik Sipil,3.47,Pertanian,Analisis Data,Machine Learning,Machine Learning,2.0,4.0,1.0,3.0,4.0,5.0,Tidak,Tidak,Tidak,4.0,Remote,Pemerintahan,Peneliti,Analis Data
Film,3.52,Manufaktur,Pemasaran Digital,Pemasaran Digital,Sql,2.0,3.0,1.0,2.0,3.0,1.0,Ya,Tidak,Ya,4.0,Hybrid,Pariwisata,Manajer,Animator
Pendidikan Matematika,3.28,Media,Riset,Analisis Data,Riset,2.0,4.0,3.0,2.0,2.0,3.0,Tidak,Ya,Tidak,0.0,Hybrid,Keuangan,Manajer,Analis Data
Pendidikan Matematika,3.95,Pertanian,Manajemen Proyek,Desain Grafis,Manajemen Proyek,4.0,4.0,3.0,2.0,1.0,5.0,Ya,Ya,Tidak,0.0,Hybrid,Pendidikan,Peneliti,Software Engineer
Film,3.46,Media,Riset,Riset,Sql,5.0,1.0,3.0,5.0,3.0,5.0,Ya,Tidak,Ya,3.0,Remote,Pendidikan,Peneliti,Analis Data
Teknik Elektro,3.31,Pemerintahan,Sql,Manajemen Proyek,Sql,2.0,2.0,5.0,3.0,5.0,4.0,Ya,Ya,Ya,1.0,Remote,Konsultan,Peneliti,Arsitek
Ilmu Komunikasi,3.5,Keuangan,Machine Learning,Kepemimpinan,Kepemimpinan,5.0,3.0,5.0,1.0,2.0,4.0,Ya,Tidak,Ya,5.0,Remote,Pemerintahan,Manajer,Diplomat
Akuntansi,3.79,Pariwisata,Manajemen Proyek,Analisis Data,Pemasaran Digital,3.0,4.0,4.0,4.0,1.0,1.0,Tidak,Tidak,Tidak,3.0,Hybrid,Pemerintahan,Spesialis,Analis Data
Teknik Industri,3.66,Media,Machine Learning,Sql,Riset,4.0,2.0,3.0,2.0,4.0,3.0,Tidak,Tidak,Tidak,4.0,Onsite,Keuangan,Wirausaha,Konsultan
Manajemen,3.87,Teknologi,Python,Sql,Manajemen Proyek,1.0,1.0,2.0,4.0,4.0,1.0,Tidak,Ya,Ya,5.0,Hybrid,Keuangan,Peneliti,Ai Engineer
Bisnis Digital,3.06,Pemerintahan,Analisis Data,Python,Desain Grafis,3.0,2.0,4.0,1.0,1.0,1.0,Ya,Tidak,Ya,1.0,Onsite,Pendidikan,Wirausaha,Data Scientist
Informatika,3.62,Kesehatan,Desain Grafis,Analisis Data,Manajemen Proyek,1.0,2.0,4.0,1.0,1.0,1.0,Tidak,Tidak,Tidak,1.0,Hybrid,Keuangan,Manajer,Ai Engineer
Perikanan,3.45,Keuangan,Analisis Data,Manajemen Proyek,Machine Learning,2.0,2.0,4.0,5.0,4.0,2.0,Ya,Ya,Ya,0.0,Onsite,Pariwisata,Peneliti,Akuntan
Akuntansi,3.74,Pendidikan,Kepemimpinan,Sql,Komunikasi,5.0,5.0,5.0,5.0,3.0,1.0,Tidak,Ya,Tidak,5.0,Hybrid,Manufaktur,Spesialis,Konsultan
Psikologi,3.37,Kesehatan,Komunikasi,Manajemen Proyek,Pemasaran Digital,1.0,5.0,1.0,3.0,3.0,2.0,Tidak,Tidak,Tidak,4.0,Onsite,Keuangan,Wirausaha,Konsultan
Teknik Sipil,2.77,Kesehatan,Python,Kepemimpinan,Komunikasi,1.0,1.0,4.0,5.0,3.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Pertanian,Manajer,Dokter
Teknik Industri,3.14,Pertanian,Komunikasi,Analisis Data,Riset,3.0,4.0,5.0,1.0,3.0,4.0,Ya,Ya,Ya,3.0,Hybrid,Kesehatan,Wirausaha,Animator
Tata Boga,2.82,Keuangan,Sql,Python,Analisis Data,3.0,2.0,4.0,3.0,5.0,5.0,Tidak,Ya,Tidak,1.0,Onsite,Manufaktur,Spesialis,Konsultan
Sistem Informasi,3.17,Keuangan,Kepemimpinan,Riset,Sql,3.0,5.0,1.0,4.0,4.0,5.0,Tidak,Ya,Tidak,4.0,Remote,Pemerintahan,Manajer,Dokter
Matematika,3.87,Kesehatan,Komunikasi,Riset,Python,1.0,1.0,2.0,1.0,4.0,3.0,Tidak,Ya,Ya,0.0,Onsite,Pariwisata,Manajer,Perawat
Hukum,3.27,Pemerintahan,Kepemimpinan,Sql,Pemasaran Digital,3.0,1.0,5.0,1.0,2.0,2.0,Ya,Tidak,Ya,3.0,Hybrid,Manufaktur,Peneliti,Ai Engineer
Teknologi Pangan,3.32,Pemerintahan,Komunikasi,Kepemimpinan,Pemasaran Digital,3.0,5.0,2.0,4.0,3.0,5.0,Tidak,Ya,Ya,1.0,Remote,Pariwisata,Spesialis,Business Analyst
Peternakan,3.18,Teknologi,Machine Learning,Pemasaran Digital,Desain Grafis,3.0,1.0,2.0,3.0,2.0,4.0,Tidak,Ya,Ya,5.0,Hybrid,Kesehatan,Spesialis,Business Analyst
Perikanan,3.27,Pemerintahan,Manajemen Proyek,Sql,Pemasaran Digital,1.0,5.0,2.0,4.0,1.0,5.0,Ya,Tidak,Ya,1.0,Hybrid,Manufaktur,Peneliti,Konsultan
Pendidikan Bahasa Inggris,3.63,Pemerintahan,Machine Learning,Manajemen Proyek,Kepemimpinan,2.0,1.0,2.0,2.0,5.0,1.0,Ya,Ya,Ya,3.0,Hybrid,Pemerintahan,Wirausaha,Ai Engineer
Peternakan,3.2,Keuangan,Manajemen Proyek,Kepemimpinan,Manajemen Proyek,3.0,1.0,1.0,2.0,3.0,5.0,Ya,Ya,Tidak,1.0,Remote,Pendidikan,Peneliti,Akuntan
Agroteknologi,2.81,Manufaktur,Kepemimpinan,Analisis Data,Python,4.0,3.0,5.0,5.0,2.0,1.0,Tidak,Ya,Ya,0.0,Remote,Teknologi,Manajer,Software Engineer
Keperawatan,3.78,Pemerintahan,Sql,Pemasaran Digital,Pemasaran Digital,3.0,1.0,3.0,1.0,2.0,4.0,Ya,Ya,Tidak,0.0,Remote,Media,Spesialis,Software Engineer
Pariwisata,3.29,Pariwisata,Manajemen Proyek,Python,Desain Grafis,4.0,2.0,3.0,2.0,2.0,3.0,Tidak,Tidak,Ya,0.0,Onsite,Konsultan,Manajer,Jurnalis
Hubungan Internasional,3.37,Pertanian,Manajemen Proyek,Python,Sql,3.0,4.0,2.0,4.0,2.0,5.0,Ya,Ya,Tidak,5.0,Hybrid,Media,Wirausaha,Perawat
Pariwisata,3.38,Pariwisata,Analisis Data,Analisis Data,Python,3.0,5.0,2.0,1.0,3.0,1.0,Tidak,Tidak,Tidak,1.0,Remote,Pendidikan,Manajer,Dokter
Peternakan,3.77,Teknologi,Komunikasi,Pemasaran Digital,Desain Grafis,3.0,2.0,2.0,2.0,5.0,3.0,Tidak,Ya,Tidak,4.0,Onsite,Keuangan,Manajer,Analis Data
Agribisnis,3.43,Keuangan,Manajemen Proyek,Python,Sql,1.0,2.0,5.0,2.0,1.0,5.0,Tidak,Ya,Tidak,4.0,Remote,Keuangan,Peneliti,Diplomat
Kedokteran,3.9,Pemerintahan,Python,Python,Analisis Data,5.0,2.0,1.0,5.0,3.0,1.0,Tidak,Tidak,Ya,2.0,Hybrid,Pemerintahan,Manajer,Software Engineer
Dkv,3.74,Media,Machine Learning,Analisis Data,Riset,5.0,3.0,2.0,5.0,2.0,4.0,Tidak,Tidak,Ya,1.0,Onsite,Teknologi,Wirausaha,Analis Data
Pariwisata,2.79,Konsultan,Machine Learning,Pemasaran Digital,Komunikasi,5.0,1.0,4.0,2.0,3.0,1.0,Ya,Tidak,Tidak,1.0,Onsite,Kesehatan,Peneliti,Guru
Informatika,3.08,Pendidikan,Sql,Machine Learning,Kepemimpinan,1.0,1.0,1.0,4.0,4.0,4.0,Ya,Tidak,Tidak,3.0,Hybrid,Pertanian,Wirausaha,Ai Engineer
Arsitektur,3.74,Konsultan,Komunikasi,Analisis Data,Manajemen Proyek,1.0,1.0,3.0,1.0,3.0,3.0,Ya,Ya,Tidak,1.0,Hybrid,Keuangan,Spesialis,Arsitek
Teknik Industri,3.17,Konsultan,Manajemen Proyek,Python,Desain Grafis,2.0,5.0,3.0,2.0,1.0,1.0,Tidak,Ya,Ya,3.0,Onsite,Pertanian,Peneliti,Jurnalis
Hubungan Internasional,3.12,Kesehatan,Python,Desain Grafis,Kepemimpinan,5.0,4.0,2.0,1.0,3.0,1.0,Tidak,Ya,Tidak,5.0,Onsite,Konsultan,Wirausaha,Business Analyst
Matematika,2.78,Keuangan,Kepemimpinan,Sql,Manajemen Proyek,1.0,3.0,3.0,4.0,4.0,3.0,Ya,Tidak,Ya,2.0,Hybrid,Pemerintahan,Spesialis,Guru
Teknik Elektro,3.08,Media,Kepemimpinan,Komunikasi,Kepemimpinan,5.0,1.0,2.0,1.0,1.0,3.0,Tidak,Ya,Ya,3.0,Onsite,Pariwisata,Wirausaha,Animator
Psikologi,3.35,Kesehatan,Desain Grafis,Python,Riset,5.0,5.0,5.0,5.0,2.0,3.0,Tidak,Ya,Ya,1.0,Remote,Keuangan,Spesialis,Akuntan
Teknik Industri,3.99,Pariwisata,Komunikasi,Analisis Data,Pemasaran Digital,3.0,3.0,1.0,1.0,4.0,5.0,Tidak,Tidak,Tidak,4.0,Hybrid,Teknologi,Wirausaha,Ai Engineer
Pgsd,2.94,Konsultan,Pemasaran Digital,Pemasaran Digital,Sql,1.0,5.0,1.0,3.0,5.0,3.0,Tidak,Tidak,Tidak,5.0,Hybrid,Konsultan,Wirausaha,Data Scientist
Kedokteran,3.09,Keuangan,Pemasaran Digital,Pemasaran Digital,Desain Grafis,1.0,4.0,3.0,2.0,1.0,4.0,Tidak,Tidak,Ya,2.0,Hybrid,Manufaktur,Peneliti,Analis Data
Agribisnis,3.82,Kesehatan,Komunikasi,Analisis Data,Kepemimpinan,4.0,3.0,3.0,4.0,5.0,1.0,Ya,Tidak,Ya,3.0,Onsite,Media,Peneliti,Analis Data
Teknik Mesin,3.39,Keuangan,Sql,Kepemimpinan,Riset,4.0,2.0,5.0,5.0,1.0,2.0,Ya,Ya,Ya,1.0,Remote,Media,Spesialis,Perawat
Keperawatan,3.09,Media,Riset,Desain Grafis,Sql,1.0,3.0,3.0,4.0,5.0,4.0,Ya,Tidak,Tidak,2.0,Remote,Manufaktur,Spesialis,Dokter
Sistem Informasi,3.23,Keuangan,Pemasaran Digital,Komunikasi,Komunikasi,2.0,2.0,3.0,4.0,5.0,1.0,Ya,Tidak,Ya,3.0,Remote,Pemerintahan,Spesialis,Business Analyst
Hukum,3.51,Manufaktur,Kepemimpinan,Pemasaran Digital,Desain Grafis,3.0,4.0,3.0,2.0,4.0,3.0,Tidak,Ya,Ya,4.0,Onsite,Pemerintahan,Peneliti,Dokter
Matematika,3.35,Pemerintahan,Kepemimpinan,Machine Learning,Kepemimpinan,3.0,3.0,2.0,2.0,5.0,2.0,Ya,Tidak,Tidak,5.0,Remote,Teknologi,Wirausaha,Dokter
Arsitektur,2.91,Manufaktur,Riset,Analisis Data,Machine Learning,1.0,2.0,3.0,2.0,3.0,4.0,Tidak,Tidak,Tidak,4.0,Hybrid,Media,Spesialis,Guru
Teknik Mesin,3.83,Konsultan,Pemasaran Digital,Pemasaran Digital,Sql,4.0,2.0,5.0,1.0,4.0,5.0,Tidak,Tidak,Ya,1.0,Hybrid,Pendidikan,Peneliti,Akuntan
Pariwisata,3.87,Media,Analisis Data,Machine Learning,Analisis Data,1.0,4.0,3.0,2.0,3.0,1.0,Ya,Tidak,Tidak,1.0,Remote,Konsultan,Manajer,Guru
Teknik Industri,2.91,Pariwisata,Desain Grafis,Desain Grafis,Desain Grafis,4.0,4.0,1.0,1.0,5.0,2.0,Tidak,Ya,Tidak,4.0,Remote,Teknologi,Spesialis,Jurnalis
Psikologi,3.03,Pemerintahan,Kepemimpinan,Analisis Data,Sql,4.0,5.0,5.0,3.0,2.0,1.0,Ya,Tidak,Tidak,3.0,Onsite,Pertanian,Peneliti,Akuntan
Fisika,3.18,Media,Machine Learning,Komunikasi,Analisis Data,4.0,1.0,2.0,2.0,2.0,2.0,Ya,Ya,Ya,2.0,Onsite,Teknologi,Wirausaha,Jurnalis
Hukum,3.71,Konsultan,Python,Pemasaran Digital,Python,1.0,1.0,1.0,1.0,4.0,4.0,Tidak,Ya,Tidak,3.0,Onsite,Keuangan,Manajer,Diplomat
Teknik Lingkungan,2.76,Pariwisata,Sql,Riset,Kepemimpinan,3.0,5.0,2.0,4.0,1.0,5.0,Ya,Tidak,Ya,0.0,Hybrid,Pendidikan,Spesialis,Konsultan
Hukum,3.79,Pendidikan,Machine Learning,Desain Grafis,Kepemimpinan,2.0,1.0,5.0,4.0,2.0,4.0,Tidak,Ya,Ya,0.0,Onsite,Kesehatan,Spesialis,Analis Data
Pariwisata,3.59,Keuangan,Sql,Riset,Sql,1.0,3.0,2.0,4.0,3.0,3.0,Tidak,Ya,Ya,1.0,Remote,Manufaktur,Peneliti,Konsultan
Hukum,3.28,Kesehatan,Sql,Python,Python,2.0,2.0,3.0,3.0,4.0,5.0,Tidak,Ya,Tidak,2.0,Remote,Kesehatan,Wirausaha,Akuntan
Film,3.09,Pariwisata,Manajemen Proyek,Desain Grafis,Analisis Data,1.0,2.0,1.0,2.0,1.0,4.0,Tidak,Tidak,Ya,4.0,Hybrid,Pemerintahan,Spesialis,Analis Data
Fisika,3.35,Media,Sql,Desain Grafis,Manajemen Proyek,1.0,1.0,3.0,3.0,1.0,5.0,Ya,Tidak,Ya,3.0,Onsite,Pendidikan,Wirausaha,Perawat
Pendidikan Matematika,2.94,Pertanian,Pemasaran Digital,Python,Kepemimpinan,2.0,5.0,4.0,3.0,2.0,1.0,Tidak,Tidak,Ya,2.0,Hybrid,Teknologi,Manajer,Arsitek
Pendidikan Matematika,3.25,Pendidikan,Sql,Manajemen Proyek,Manajemen Proyek,5.0,4.0,1.0,4.0,4.0,3.0,Ya,Tidak,Ya,0.0,Hybrid,Pariwisata,Spesialis,Arsitek
Teknologi Pangan,3.37,Kesehatan,Pemasaran Digital,Pemasaran Digital,Kepemimpinan,5.0,5.0,2.0,4.0,3.0,3.0,Ya,Ya,Tidak,2.0,Onsite,Konsultan,Wirausaha,Diplomat
Bisnis Digital,3.37,Kesehatan,Sql,Komunikasi,Python,3.0,3.0,3.0,5.0,5.0,3.0,Ya,Ya,Ya,3.0,Remote,Pariwisata,Spesialis,Dokter
Teknik Kimia,2.99,Kesehatan,Desain Grafis,Komunikasi,Manajemen Proyek,2.0,3.0,1.0,4.0,1.0,3.0,Ya,Tidak,Tidak,5.0,Onsite,Pertanian,Manajer,Guru
Informatika,3.41,Teknologi,Riset,Desain Grafis,Pemasaran Digital,4.0,5.0,3.0,5.0,2.0,2.0,Ya,Tidak,Tidak,4.0,Hybrid,Pariwisata,Manajer,Dokter
Pendidikan Bahasa Inggris,3.95,Manufaktur,Manajemen Proyek,Analisis Data,Analisis Data,4.0,5.0,5.0,3.0,5.0,3.0,Ya,Ya,Ya,4.0,Onsite,Manufaktur,Peneliti,Jurnalis
Fisika,3.98,Keuangan,Riset,Riset,Kepemimpinan,1.0,3.0,5.0,4.0,5.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Kesehatan,Spesialis,Akuntan
Kimia,2.82,Teknologi,Komunikasi,Kepemimpinan,Analisis Data,3.0,3.0,2.0,1.0,3.0,2.0,Ya,Tidak,Tidak,0.0,Onsite,Pertanian,Manajer,Diplomat
Keperawatan,3.12,Keuangan,Sql,Analisis Data,Analisis Data,5.0,1.0,3.0,1.0,4.0,3.0,Tidak,Ya,Ya,4.0,Hybrid,Teknologi,Peneliti,Guru
Kimia,2.8,Pemerintahan,Pemasaran Digital,Python,Pemasaran Digital,3.0,4.0,5.0,5.0,3.0,1.0,Tidak,Ya,Ya,4.0,Remote,Pemerintahan,Manajer,Akuntan
Peternakan,3.42,Kesehatan,Machine Learning,Komunikasi,Komunikasi,3.0,3.0,3.0,3.0,2.0,5.0,Tidak,Ya,Ya,5.0,Hybrid,Media,Manajer,Jurnalis
Teknik Kimia,3.9,Pendidikan,Python,Machine Learning,Desain Grafis,1.0,4.0,3.0,5.0,3.0,1.0,Tidak,Tidak,Tidak,0.0,Hybrid,Pendidikan,Peneliti,Arsitek
Teknik Industri,3.94,Keuangan,Riset,Riset,Python,1.0,2.0,2.0,4.0,1.0,2.0,Tidak,Tidak,Ya,0.0,Hybrid,Pemerintahan,Spesialis,Ai Engineer
Teknik Sipil,2.82,Manufaktur,Riset,Sql,Pemasaran Digital,2.0,3.0,4.0,4.0,4.0,4.0,Tidak,Tidak,Ya,3.0,Onsite,Kesehatan,Spesialis,Jurnalis
Teknik Kimia,2.83,Konsultan,Python,Sql,Kepemimpinan,5.0,1.0,3.0,3.0,5.0,1.0,Tidak,Tidak,Tidak,3.0,Onsite,Teknologi,Wirausaha,Software Engineer
Peternakan,3.02,Pariwisata,Riset,Kepemimpinan,Analisis Data,3.0,3.0,1.0,5.0,5.0,2.0,Ya,Ya,Ya,4.0,Onsite,Pariwisata,Spesialis,Dokter
Farmasi,3.69,Pemerintahan,Komunikasi,Desain Grafis,Riset,2.0,2.0,2.0,2.0,5.0,3.0,Ya,Ya,Ya,5.0,Onsite,Teknologi,Wirausaha,Jurnalis
Teknologi Pangan,2.84,Kesehatan,Kepemimpinan,Sql,Komunikasi,5.0,4.0,3.0,3.0,2.0,2.0,Ya,Tidak,Ya,1.0,Hybrid,Media,Wirausaha,Perawat
Teknik Kimia,3.57,Konsultan,Analisis Data,Pemasaran Digital,Pemasaran Digital,3.0,3.0,4.0,2.0,1.0,3.0,Ya,Ya,Tidak,2.0,Hybrid,Keuangan,Peneliti,Guru
Film,3.31,Manufaktur,Manajemen Proyek,Riset,Sql,2.0,5.0,1.0,3.0,2.0,5.0,Ya,Tidak,Ya,5.0,Remote,Teknologi,Spesialis,Analis Data
Perhotelan,3.47,Konsultan,Komunikasi,Python,Riset,3.0,5.0,5.0,3.0,2.0,3.0,Tidak,Ya,Tidak,1.0,Hybrid,Pertanian,Spesialis,Akuntan
Bisnis Digital,3.38,Pendidikan,Pemasaran Digital,Analisis Data,Riset,2.0,4.0,2.0,2.0,5.0,5.0,Ya,Tidak,Tidak,0.0,Hybrid,Media,Manajer,Ai Engineer
Hukum,3.21,Keuangan,Komunikasi,Riset,Machine Learning,4.0,4.0,4.0,1.0,1.0,3.0,Ya,Tidak,Tidak,4.0,Onsite,Konsultan,Manajer,Akuntan
Pendidikan Matematika,3.21,Kesehatan,Riset,Kepemimpinan,Desain Grafis,2.0,5.0,4.0,3.0,3.0,4.0,Tidak,Ya,Ya,3.0,Remote,Pendidikan,Spesialis,Arsitek
Ilmu Komunikasi,3.01,Keuangan,Analisis Data,Machine Learning,Pemasaran Digital,1.0,2.0,4.0,3.0,1.0,4.0,Tidak,Tidak,Ya,4.0,Remote,Pariwisata,Spesialis,Business Analyst
Teknik Elektro,2.91,Konsultan,Analisis Data,Analisis Data,Riset,1.0,5.0,2.0,1.0,2.0,3.0,Ya,Tidak,Ya,5.0,Onsite,Manufaktur,Spesialis,Business Analyst
Animasi,3.51,Media,Manajemen Proyek,Analisis Data,Komunikasi,4.0,5.0,2.0,5.0,3.0,5.0,Tidak,Ya,Tidak,3.0,Onsite,Konsultan,Spesialis,Business Analyst
Pendidikan Matematika,3.23,Kesehatan,Analisis Data,Komunikasi,Riset,5.0,4.0,2.0,5.0,1.0,2.0,Tidak,Ya,Ya,0.0,Hybrid,Keuangan,Spesialis,Konsultan
Dkv,3.4,Pemerintahan,Python,Riset,Kepemimpinan,2.0,4.0,4.0,3.0,5.0,5.0,Ya,Tidak,Ya,2.0,Hybrid,Pendidikan,Spesialis,Dokter
Tata Boga,3.85,Pariwisata,Kepemimpinan,Komunikasi,Python,1.0,5.0,5.0,1.0,5.0,1.0,Tidak,Ya,Tidak,3.0,Hybrid,Kesehatan,Manajer,Akuntan
Perhotelan,3.07,Pertanian,Desain Grafis,Pemasaran Digital,Machine Learning,5.0,3.0,4.0,2.0,4.0,5.0,Tidak,Ya,Tidak,4.0,Onsite,Media,Peneliti,Dokter
Pariwisata,3.18,Pariwisata,Analisis Data,Sql,Komunikasi,4.0,2.0,1.0,2.0,5.0,4.0,Tidak,Ya,Ya,3.0,Hybrid,Teknologi,Spesialis,Analis Data
Kimia,3.34,Konsultan,Desain Grafis,Sql,Sql,3.0,3.0,3.0,1.0,5.0,1.0,Tidak,Tidak,Tidak,5.0,Onsite,Teknologi,Manajer,Jurnalis
Agribisnis,3.37,Pendidikan,Riset,Kepemimpinan,Kepemimpinan,1.0,5.0,5.0,5.0,2.0,5.0,Ya,Ya,Tidak,1.0,Onsite,Teknologi,Manajer,Ai Engineer
Ilmu Komunikasi,3.72,Pemerintahan,Desain Grafis,Desain Grafis,Pemasaran Digital,2.0,5.0,1.0,1.0,1.0,5.0,Tidak,Tidak,Tidak,2.0,Remote,Konsultan,Manajer,Guru
Pendidikan Bahasa Inggris,3.47,Manufaktur,Analisis Data,Desain Grafis,Riset,1.0,5.0,1.0,5.0,3.0,3.0,Ya,Tidak,Tidak,5.0,Hybrid,Pariwisata,Wirausaha,Konsultan
Psikologi,3.7,Keuangan,Manajemen Proyek,Pemasaran Digital,Python,4.0,1.0,3.0,1.0,4.0,2.0,Ya,Tidak,Tidak,2.0,Onsite,Pertanian,Spesialis,Diplomat
Hukum,3.06,Keuangan,Desain Grafis,Machine Learning,Sql,5.0,2.0,4.0,3.0,3.0,2.0,Tidak,Ya,Ya,3.0,Onsite,Pendidikan,Manajer,Diplomat
Psikologi,3.84,Pendidikan,Komunikasi,Komunikasi,Komunikasi,5.0,3.0,2.0,1.0,1.0,1.0,Tidak,Ya,Ya,3.0,Hybrid,Konsultan,Peneliti,Guru
Pariwisata,3.84,Media,Analisis Data,Riset,Kepemimpinan,4.0,2.0,5.0,2.0,1.0,5.0,Tidak,Tidak,Ya,4.0,Hybrid,Pariwisata,Manajer,Guru
Statistika,3.62,Media,Machine Learning,Python,Python,2.0,4.0,5.0,1.0,3.0,3.0,Tidak,Tidak,Tidak,1.0,Hybrid,Media,Peneliti,Perawat
Kedokteran,3.37,Pendidikan,Desain Grafis,Machine Learning,Machine Learning,4.0,3.0,4.0,2.0,3.0,2.0,Ya,Ya,Tidak,1.0,Onsite,Pariwisata,Wirausaha,Business Analyst
Kimia,3.75,Keuangan,Manajemen Proyek,Python,Analisis Data,4.0,4.0,2.0,5.0,5.0,3.0,Tidak,Tidak,Tidak,4.0,Onsite,Teknologi,Wirausaha,Ai Engineer
Biologi,2.83,Manufaktur,Manajemen Proyek,Sql,Kepemimpinan,3.0,3.0,3.0,3.0,5.0,5.0,Tidak,Tidak,Ya,3.0,Remote,Pemerintahan,Manajer,Animator
Pariwisata,3.56,Pertanian,Analisis Data,Kepemimpinan,Machine Learning,3.0,5.0,4.0,4.0,1.0,4.0,Tidak,Tidak,Ya,1.0,Onsite,Pemerintahan,Wirausaha,Jurnalis
Teknik Kimia,3.46,Kesehatan,Sql,Analisis Data,Machine Learning,2.0,3.0,3.0,3.0,3.0,5.0,Tidak,Tidak,Tidak,2.0,Onsite,Konsultan,Wirausaha,Akuntan
Hukum,2.98,Teknologi,Analisis Data,Komunikasi,Kepemimpinan,1.0,2.0,2.0,4.0,1.0,1.0,Ya,Tidak,Ya,0.0,Hybrid,Pemerintahan,Spesialis,Ai Engineer
Hukum,3.52,Kesehatan,Desain Grafis,Kepemimpinan,Komunikasi,2.0,3.0,4.0,2.0,2.0,5.0,Ya,Ya,Ya,5.0,Hybrid,Pemerintahan,Wirausaha,Guru
Peternakan,3.92,Pertanian,Manajemen Proyek,Analisis Data,Riset,2.0,5.0,5.0,4.0,5.0,4.0,Tidak,Tidak,Tidak,4.0,Remote,Kesehatan,Wirausaha,Dokter
Bisnis Digital,3.27,Keuangan,Kepemimpinan,Python,Python,5.0,2.0,3.0,3.0,4.0,5.0,Ya,Tidak,Tidak,2.0,Remote,Pariwisata,Peneliti,Animator
Kesehatan Masyarakat,3.75,Pertanian,Machine Learning,Komunikasi,Desain Grafis,5.0,4.0,4.0,2.0,2.0,4.0,Tidak,Ya,Tidak,0.0,Hybrid,Pendidikan,Peneliti,Dokter
Peternakan,3.76,Pariwisata,Komunikasi,Sql,Analisis Data,2.0,3.0,1.0,4.0,5.0,4.0,Tidak,Tidak,Ya,3.0,Remote,Keuangan,Spesialis,Arsitek
Teknik Elektro,3.16,Keuangan,Python,Kepemimpinan,Desain Grafis,1.0,5.0,4.0,2.0,2.0,3.0,Tidak,Ya,Ya,5.0,Remote,Pariwisata,Wirausaha,Business Analyst
Teknik Elektro,3.0,Kesehatan,Riset,Komunikasi,Manajemen Proyek,4.0,3.0,3.0,2.0,1.0,5.0,Ya,Tidak,Tidak,5.0,Hybrid,Pendidikan,Peneliti,Data Scientist
Farmasi,3.97,Pendidikan,Desain Grafis,Machine Learning,Python,3.0,3.0,5.0,1.0,4.0,2.0,Ya,Ya,Tidak,5.0,Onsite,Keuangan,Peneliti,Konsultan
Teknik Industri,3.06,Media,Sql,Pemasaran Digital,Machine Learning,1.0,1.0,3.0,2.0,5.0,1.0,Ya,Tidak,Ya,2.0,Onsite,Pemerintahan,Wirausaha,Diplomat
Keperawatan,2.78,Pariwisata,Machine Learning,Analisis Data,Kepemimpinan,1.0,4.0,4.0,5.0,3.0,5.0,Tidak,Ya,Ya,4.0,Hybrid,Pemerintahan,Wirausaha,Dokter
Tata Boga,3.89,Pertanian,Analisis Data,Sql,Riset,2.0,4.0,3.0,3.0,5.0,3.0,Tidak,Ya,Tidak,5.0,Remote,Teknologi,Peneliti,Konsultan
